value,filter
3646.83905,3642.970676
3640.542126,3646.483149
3638.238681,3646.949306
3634.510408,3645.112049
3640.481668,3642.438204
3640.919833,3640.479674
3634.508022,3639.310178
3632.150541,3637.927947
3632.682234,3636.163914
3639.808219,3634.955409
3641.558292,3635.203316
3634.863484,3636.273199
3636.977215,3636.934046
3628.062032,3636.618904
3626.77591,3634.975509
3628.941585,3632.578679
3615.148105,3629.776935
3614.091019,3625.930752
3607.072072,3621.18838
3608.192864,3616.3243
3614.85716,3612.610192
3624.023228,3611.585761
3621.104011,3613.250419
3609.117544,3615.261717
3607.772515,3615.381073
3609.979798,3613.917394
3605.492323,3611.991092
3602.710901,3609.75232
3601.519355,3607.243713
