value,filter
3664.968759,3664.68538
3652.793846,3662.574489
3653.277925,3660.12982
3650.330958,3657.287837
3645.066383,3654.306032
3635.758048,3650.648372
3637.762649,3646.27725
3640.141507,3642.40688
3638.657803,3639.933946
3644.465509,3638.943468
3649.41062,3639.695463
3647.050727,3641.815462
3640.046706,3643.690342
3638.837877,3644.039293
3627.996239,3642.478271
3624.183189,3638.901915
3624.323041,3634.190699
3616.350526,3629.382567
3608.250667,3624.267022
3605.495838,3618.648073
3595.935066,3612.763164
3595.496017,3606.82756
3580.666507,3600.782982
3561.473605,3593.271747
3568.179043,3584.170442
3571.839825,3576.288175
3571.159795,3571.488202
3556.217544,3568.446843
3553.176628,3564.987388
3545.198741,3560.483611
3515.364136,3553.769898
3498.451628,3542.803384
3510.496418,3529.483809
3514.071587,3518.718734
3503.455459,3512.019281
3490.466198,3506.933925
3454.386341,3499.62151
3466.726226,3488.847063
3481.413876,3479.131541
3485.073676,3474.648061
3484.426872,3474.739436
3486.942799,3477.146491
