3804.8,3804.8,3799.464561
3804.6,3804.6,3799.458867
3805.6,3805.6,3799.454129
3805.6,3805.6,3799.450346
3808.2,3808.2,3799.447518
3808.8,3808.8,3799.445642
3808.8,3808.8,3799.444718
3808.8,3808.8,3799.444743
3805,3805,3799.445716
3805,3805,3799.447635
3805.4,3805.4,3799.450496
3805.4,3805.4,3799.454299
3805.4,3805.4,3799.45904
3806,3806,3799.464717
3806.4,3806.4,3799.471327
3806.4,3806.4,3799.478867
3806.8,3806.8,3799.487334
3806.8,3806.8,3799.496725
3808,3808,3799.507037
3808.2,3808.2,3799.518265
3808,3808,3799.530407
3808,3808,3799.543459
3808.2,3808.2,3799.557416
3806.8,3806.8,3799.572275
3808,3808,3799.588031
3808.6,3808.6,3799.604681
3808.6,3808.6,3799.622219
3809.6,3809.6,3799.640642
3809.8,3809.8,3799.659944
3810,3810,3799.68012
3810,3810,3799.701167
3810,3810,3799.723078
3810,3810,3799.745848
3809.8,3809.8,3799.769473
3810,3810,3799.793946
3810.4,3810.4,3799.819262
3810.4,3810.4,3799.845416
3810,3810,3799.872402
3811.4,3811.4,3799.900213
3810,3810,3799.928844
3810.2,3810.2,3799.958288
3810,3810,3799.98854
3810.6,3810.6,3800.019593
3808.8,3808.8,3800.051441
3811,3811,3800.084076
3808.6,3808.6,3800.117493
3810.4,3810.4,3800.151684
3811,3811,3800.186643
3808.8,3808.8,3800.222363
3809.8,3809.8,3800.258837
3808.6,3808.6,3800.296057
3810.6,3810.6,3800.334016
3809.4,3809.4,3800.372707
3810.2,3810.2,3800.412123
3810.4,3810.4,3800.452256
3810,3810,3800.493099
3810.2,3810.2,3800.534643
3810.4,3810.4,3800.576882
3811.2,3811.2,3800.619806
3811.4,3811.4,3800.663409
3811.4,3811.4,3800.707683
3811.4,3811.4,3800.752618
3811.6,3811.6,3800.798208
3812,3812,3800.844444
3812,3812,3800.891317
3811.8,3811.8,3800.93882
3813.6,3813.6,3800.986944
3813.8,3813.8,3801.035681
3812,3812,3801.085021
3812,3812,3801.134957
3813.6,3813.6,3801.18548
3813,3813,3801.236582
3812,3812,3801.288252
3813,3813,3801.340484
3812,3812,3801.393267
3812.2,3812.2,3801.446594
3812.4,3812.4,3801.500455
3813,3813,3801.554841
3812,3812,3801.609744
3813.2,3813.2,3801.665153
3813.2,3813.2,3801.721062
3813.2,3813.2,3801.777459
3813.2,3813.2,3801.834336
3813.8,3813.8,3801.891685
3811.6,3811.6,3801.949495
3811.6,3811.6,3802.007758
3813.2,3813.2,3802.066465
3813,3813,3802.125606
3812.8,3812.8,3802.185172
3812.8,3812.8,3802.245154
3812.2,3812.2,3802.305542
3812.6,3812.6,3802.366328
3812.6,3812.6,3802.427502
3811.6,3811.6,3802.489054
3811.6,3811.6,3802.550977
3812,3812,3802.613259
3812,3812,3802.675893
3811.6,3811.6,3802.738869
3812,3812,3802.802177
3811.6,3811.6,3802.865808
