value,window
3500.0,3501.9846153846156
3500.0,3501.1846153846154
3498.8,3496.153846153846
3500.0,3495.9692307692308
3504.0,3495.3384615384616
3501.2,3494.9076923076927
3504.0,3493.6769230769232
3504.0,3490.0615384615385
3503.6,3490.369230769231
3503.4,3490.230769230769
3503.8,3492.2615384615387
3500.2,3491.230769230769
3502.8,3490.507692307692
3503.8,3488.3846153846152
3503.2,3488.492307692308
3504.4,3490.0923076923073
3503.4,3487.3384615384616
3504.2,3488.2461538461534
3502.0,3486.446153846154
3501.4,3485.646153846154
3500.2,3485.276923076923
3502.0,3485.3846153846152
3500.4,3485.276923076923
3495.2,3487.723076923077
3499.8,3489.9692307692308
3495.4,3490.7384615384613
3496.0,3491.353846153846
3495.6,3491.446153846154
3495.4,3493.553846153846
3495.6,3494.292307692308
3497.6,3493.2153846153847
3495.6,3494.369230769231
3497.2,3495.415384615385
3495.6,3497.3999999999996
3495.6,3498.2
3497.4,3498.3846153846152
3497.2,3497.3846153846152
3497.2,3496.123076923077
3494.0,3494.0615384615385
3494.8,3491.723076923077
3494.8,3490.9538461538464
3497.6,3491.3846153846152
3497.8,3491.276923076923
3494.6,3491.353846153846
3494.8,3490.3999999999996
3495.2,3486.9076923076927
3494.8,3483.769230769231
3495.2,3480.9076923076927
3494.6,3480.138461538462
3497.8,3480.9692307692308
3497.8,3482.3999999999996
3497.8,3482.8
3495.6,3482.769230769231
3494.6,3483.9384615384615
3496.0,3485.3076923076924
3497.6,3486.6000000000004
3496.0,3485.492307692308
3496.0,3484.369230769231
3495.0,3485.3999999999996
3495.2,3485.8
3495.0,3486.6153846153848
3494.6,3486.707692307692
3494.6,3486.353846153846
3494.6,3487.369230769231
3494.6,3488.0923076923073
3495.0,3487.846153846154
3494.8,3486.7538461538466
3496.4,3484.446153846154
3494.6,3482.415384615385
3494.6,3481.1846153846154
3494.6,3482.3846153846152
3494.8,3480.369230769231
3494.8,3477.2461538461534
3494.8,3475.3076923076924
3495.0,3472.723076923077
3494.8,3472.9076923076927
3494.8,3471.5692307692307
3494.8,3471.415384615385
3493.8,3473.846153846154
3493.6,3474.7538461538466
3493.4,3474.276923076923
3493.6,3472.5692307692307
3493.2,3473.0615384615385
3494.0,3474.5692307692307
3495.0,3474.8153846153846
3494.0,3473.2153846153847
3494.8,3473.492307692308
3494.6,3474.4615384615386
3493.0,3475.138461538462
3492.2,3476.1846153846154
3492.6,3476.846153846154
3491.2,3478.646153846154
3491.2,3479.861538461538
3490.2,3481.6615384615384
3490.0,3481.2153846153847
3488.8,3479.9846153846156
3489.4,3479.0
3491.6,3479.446153846154
3489.4,3479.230769230769
3489.8,3480.723076923077
3489.8,3482.630769230769
3489.8,3482.861538461538
3489.8,3482.1692307692306
3489.8,3481.476923076923
3490.0,3481.723076923077
3491.6,3484.6153846153848
3491.6,3488.3230769230768
3490.4,3488.923076923077
3490.6,3489.6153846153848
3490.6,3490.846153846154
3490.0,3491.8307692307694
3490.0,3492.507692307692
3490.0,3490.923076923077
